First Name;Family Name;Country;Room Type;Days Rented;Season;Price;Id
Ahmed;Dubois;Pakistan;Suite;7;mid;22449;948
Ahmed;Patel;Pakistan;Standard Single;5;high;6730;949
Muhammad;Ivanov;Canada;Junior Suite;1;mid;2150;950
Liam;Ivanov;Brazil;Standard Single;1;mid;1181;951
Santiago;Müller;Pakistan;Junior Suite;1;mid;2262;952
Ahmed;Smith;Brazil;Superior Double;9;mid;14769;953
Aisha;Johansson;Japan;Grand Lit;1;low;1265;954
Sophia;Dubois;Japan;LOFT Suite;10;low;34740;955
Muhammad;Müller;China;Suite;7;mid;22561;956
Aisha;Martinez;Germany;Suite;10;low;27230;957
Olivia;Hassan;United States;Junior Suite;4;low;7952;958
Aisha;Silva;South Korea;Superior Double;5;high;10005;959
Ingrid;Kim;Brazil;Standard Double;10;high;17330;960
Santiago;Olsen;Canada;Spa Executive;7;high;18753;961
Olivia;Brown;China;Suite;1;high;3195;962
Zhang;Garcia;South Korea;LOFT Suite;9;mid;30096;963
Olivia;Martinez;Egypt;Junior Suite;10;mid;20270;964
Chen;Yamamoto;Mexico;LOFT Suite;2;mid;7008;965
Zhang;Brown;Russia;Superior Double;1;high;1912;966
Muhammad;Hassan;South Korea;Standard Double;4;low;5040;967
Muhammad;Schneider;Australia;Junior Suite;3;low;6228;968
Sara;Johansson;Germany;Grand Lit;10;mid;15030;969
Aisha;Yamamoto;Australia;Spa Executive;6;mid;14706;970
Zhang;Martinez;South Korea;Spa Executive;5;high;12985;971
Sara;Ivanov;Australia;Spa Executive;8;low;16392;972
Fatima;Rossi;Japan;Grand Lit;4;high;6320;973
Sophia;Schneider;France;LOFT Suite;4;high;14084;974
Olivia;Hassan;Russia;Spa Executive;1;low;2391;975
Zhang;Rossi;Nigeria;Standard Double;6;high;11532;976
Lucas;Silva;Japan;Spa Executive;3;mid;6819;977
Sara;Hassan;South Korea;Spa Executive;1;mid;2218;978
Santiago;Khan;Pakistan;LOFT Suite;2;mid;7340;979
Ahmed;Yamamoto;Vietnam;Spa Executive;3;mid;6924;980
Ingrid;Martinez;Brazil;Superior Double;5;high;10285;981
Fatima;Kim;South Korea;Superior Double;9;low;15444;982
Muhammad;Martinez;Nigeria;Standard Single;4;high;5792;983
John;Sato;France;LOFT Suite;4;high;15144;984
Carlos;Ivanov;China;Junior Suite;9;low;17163;985
Ahmed;Martinez;India;Standard Double;1;high;1795;986
Olivia;Müller;United Kingdom;Suite;3;high;9984;987
Santiago;Hassan;Nigeria;Standard Double;1;low;1308;988
David;Sato;Australia;Standard Double;8;mid;10920;989
John;Hassan;Australia;Superior Double;6;low;8814;990
Sophia;Schneider;Egypt;Grand Lit;6;low;7974;991
Maria;Olsen;India;Suite;6;high;20808;992
Maria;Dubois;Sweden;Standard Single;2;high;2588;993
Liam;Patel;South Korea;LOFT Suite;6;low;20748;994
Olivia;Müller;South Korea;Suite;9;mid;27873;995
Ahmed;Garcia;Russia;Suite;7;high;24220;996
Carlos;Silva;Sweden;Standard Single;3;mid;3651;997
Ahmed;Kim;Vietnam;Superior Double;3;mid;5757;998
Liam;Khan;Italy;Standard Double;4;low;4808;999
Liam;Rossi;Canada;Suite;4;low;10740;1000
